0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.0748
0,0.3766
0,0.6748
0,0.9708
0,1.4487
0,3.282
0,4.051
0,5.2645
0,6.0035
0,6.7615
0,7.3353
0,7.838
0,8.253
0,8.9722
-0.17928,9.0071
-0.36865,9.0146
-0.55499,9.022
-0.74134,9.0294
-0.92832,9.0368
-1.2883,9.04
-1.7873,9.04
-2.4325,9.0379
-3.1227,9.035
-3.6297,9.035
-4.1985,9.0341
-4.972,9.0302
-5.7085,9.03
-6.4535,9.03
-7.1935,9.0291
-8.9672,9.0297
-9.3627,9.03
-9.7345,9.03
-10.021,8.9729
-10.026,8.7454
-10.03,8.5321
-10.034,8.319
-10.038,8.105
-10.04,7.7131
-10.04,7.2187
-10.038,6.5693
-10.036,5.8924
-10.038,5.3865
-10.04,4.834
-10.04,4.1245
-10.042,3.6273
-10.044,3.1213
-10.044,2.7795
-10.042,2.4802
-10.041,2.1808
-9.9978,2
-9.8955,2
-9.7025,2
-9.6023,2
-9.5023,2
-9.4002,2
-9.2999,2
-9.2003,2
-9.1004,2
-8.9486,2
-8.6454,2
-8.3494,2
-8.0536,2
-7.5697,2
-7.0541,2
-6.33,2
-5.807,2
-5.4393,2
-5.0588,2
-5.02,1.8104
-5.02,1.5987
-5.02,1.387
-5.02,1.1739
-5.02,0.9434
-5.02,0.6498
-5.02,0.3504
-5.02,0.0536
-4.8447,0
-4.6314,0
-4.42,0
-4.208,0
-3.9661,0
-3.4679,0
-2.9637,0
-2.2195,0
-1.7706,0
-1.4111,0
-1.0553,0
-0.78317,0
-0.53283,0
-0.288,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.5828
0.11829,1
0.32714,1
0.54357,1
0.75786,1
0.96757,1
1.4417,1
2.415,1
2.9277,1
3.628,1
4.3715,1
5.0807,1
5.584,1
6.116,1
6.8515,1
7.5985,1
8.34,1
9.162,1
10.329,1
11.086,1
11.842,1
13.805,1
14,1.145
14,1.4428
14,1.8494
14,2.2383
14,2.736
14,3.3545
14,5.607
14,6.2337
14,6.744
14,7.3685
14,8.113
14,8.8555
14,9.1074
14,9.2407
13.783,9.45
13.617,9.45
13.455,9.45
13.234,9.45
12.705,9.45
12.205,9.45
11.548,9.45
10.875,9.45
10.369,9.45
9.809,9.45
9.068,9.45
8.3235,9.45
7.557,9.45
6.917,9.45
6.546,9.45
6.167,9.45
5.697,9.45
5.202,9.45
4.6983,9.45
4.203,9.45
3.7143,9.45
3.2123,9.45
2.567,9.45
1.887,9.45
1.3877,9.45
0.91825,9.45
0.54575,9.45
0.172,9.45
0.01056,9.3168
0.002985,9.0896
0,8.5595
0,7.823
0,7.064
0,6.547
0,6.036
0,4.8697
0,4.3523
0,3.7725
0,3.0285
0,0.891
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.4946
0,0.7926
0.049222,1
0.21411,1
0.37767,1
0.54389,1
0.71356,1
0.88467,1
1.1765,1
1.892,1
2.44,1
2.9393,1
3.647,1
4.4015,1
5.152,1
5.9045,1
6.6625,1
8.436,1
9.383,1
10.452,1
11.196,1
12.948,1
13.486,1
13.868,1
14,1.4243
14,2.0043
14,2.502
14,2.9957
14,4.736
14,5.962
14,7.424
14,8.2005
14,8.956
14,9.1044
14,9.2156
14,9.3275
14,9.4391
13.916,9.45
13.823,9.45
13.732,9.45
13.641,9.45
13.548,9.45
13.461,9.45
13.375,9.45
13.157,9.45
13.065,9.45
12.684,9.45
10.933,9.45
10.189,9.45
9.447,9.45
8.7135,9.45
8.0039,9.45
7.839,9.45
7.6739,9.45
7.5106,9.45
7.3457,9.45
7.178,9.45
7.0126,9.45
6.7136,9.45
6.4132,9.45
6.1164,9.45
5.6863,9.45
5.191,9.45
4.063,9.45
3.307,9.45
2.5595,9.45
1.803,9.45
0.3575,9.45
-0.1552,9.45
-0.4522,9.45
-0.7568,9.45
-1.0442,9.45
-1.2992,9.45
-1.5532,9.45
-1.7973,9.45
-2.1635,9.45
-2.917,9.45
-3.6625,9.45
-4.267,9.45
-4.7613,9.45
-6.371,9.45
-7.0745,9.45
-7.834,9.45
-8.3797,9.45
-8.8787,9.45
-9.3717,9.45
-9.872,9.45
-10.379,9.45
-10.885,9.45
-11.576,9.45
-12.317,9.45
-13.035,9.45
-13.531,9.45
-14.042,9.45
-14.782,9.45
-15.167,9.45
-15.416,9.45
-15.669,9.45
-17.298,9.45
-18.032,9.45
-18.768,9.45
-19.505,9.45
-21.512,9.45
-22.493,9.45
-26.401,9.45
-26.963,9.45
-26.829,9.45
-26.509,9.45
-26.153,9.45
-26.025,9.45
-25.453,9.45
-24.801,9.45
-23.463,9.45
-22.879,9.45
-21.638,9.45
-21.14,9.45
-20.475,9.45
-19.816,9.45
-19.317,9.45
-18.732,9.45
-17.993,9.45
-17.254,9.45
-16.661,9.45
-16.164,9.45
-15.129,9.45
-14.67,9.45
-14.173,9.45
-13.675,9.45
-13.164,9.45
-12.518,9.45
-11.768,9.45
-11.019,9.45
-8.814,9.45
-8.3203,9.45
-7.748,9.45
-7.004,9.45
-6.496,9.45
-5.998,9.45
-5.263,9.45
-4.523,9.45
-3.783,9.45
-3.041,9.45
-1.69,9.45
-1.3207,9.45
-0.95075,9.45
-0.5795,9.45
-0.2095,9.45
0.013251,9.3975
0.008754,9.2626
0.004317,9.1295
0,8.9903
0,8.491
0,7.994
0,7.4953
0,6.9997
0,6.507
0,6.0067
0,5.269
0,4.531
0,3.382
0,2.8155
0,2.0425
0,1.5223
0,1.0177
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-5.02,1
-5.02,1
-5.02,1
-5.02,1
-5.02,1
-5.02,1
-5.02,1
-5.02,1
-5.02,1
-5.02,1
-5.02,1
-5.02,1
-5.02,1
-4.9608,1.0006
-4.5885,1.0043
-4.2123,1.0081
-3.1235,1.0011
-2.7223,1
-2.3502,1
-1.9762,1
-1.6007,1
-1.2238,1
-0.87284,1
-0.59065,1
-0.30563,1
-0.001818,1
0,2.7625
0,3.25
0,3.6163
0,3.9967
0,4.3006
0,4.604
0,4.9062
0,5.1735
0,5.4265
0,5.6785
0,5.9263
-0.217,6.0054
-0.5158,6.0129
-0.814,6.0204
-1.1865,6.025
-1.6865,6.025
-2.2043,6.026
-2.7003,6.0285
-3.1492,6.0293
-3.5266,6.0274
-3.8987,6.0256
-4.22,6.024
-4.5166,6.0225
-4.819,6.021
-5.0159,6.1912
-5.0184,6.7081
-5.02,7.1317
-5.02,7.4356
-5.02,8.0097
-5.0163,8.3993
-5.0125,8.779
-5.1728,9.03
-5.6713,9.03
-6.2555,9.03
-7.687,9.0266
-8.1969,9.0259
-8.6669,9.0282
-9.0936,9.03
-9.3928,9.03
-9.7016,9.03
-9.9996,9.03
-10.029,8.5533
-10.035,6.0381
-10.039,5.2678
-10.04,4.7648
-10.04,4.3922
-10.04,4.0217
-10.041,3.763
-10.045,3.0902
-9.5093,3.01
-8.8387,3.008
-8.337,3.003
-7.9489,3.0008
-7.7358,3.0029
-7.5203,3.0051
-7.3078,3.0072
-7.0933,3.0093
-7.0267,3.348
-7.0292,3.852
-7.03,4.5295
-7.0293,5.151
-7.0256,5.8861
-7.0259,6.1905
-7.0271,6.443
-7.0284,6.6954
-7.0297,6.9502
-6.0026,7.0201
-5.5037,7.0226
-5.0032,7.0251
-4.5128,7.0275
-4.0163,7.03
-3.5148,7.03
-3.0341,7.03
-2.7865,7.03
-2.5392,7.03
-2.2893,7.03
-2.0328,7.03
-2.01,6.3386
-2.01,5.5733
-2.01,4.89
-2.01,4.3942
-2.01,3.815
-2.01,3.0522
-2.01,2.6478
-2.01,2.2628
-2.01,1.924
-2.01,1.6706
-2.01,1.4166
-2.01,1.1638
-2.2582,1
-3.0115,1
-4.0376,1
-5.02,1
-5.02,1
-5.02,1
-5.02,1
-5.02,1
-5.02,1
-5.02,1
-5.02,1
-5.02,1
-5.02,1
-5.02,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.02975
0,0.41775
0,0.79875
0.11617,1
0.3575,1
0.59617,1
0.8465,1
1.288,1
2.0495,1
2.8,1
3.538,1
4.2815,1
5.0245,1
5.7785,1
6.523,1
7.2665,1
8.026,1
9.274,1
10.067,1
11.275,1
12.572,1
13.862,1
15.752,1
17.258,1
17.564,1
18,1.2258
18,1.4725
18,5.0035
18,5.744
18,6.987
18,7.745
18,8.5065
18,9.54
18,10.514
18,11.264
18,12.013
18,12.742
18,13.291
15.47,13.91
14.987,13.896
14.739,13.618
13.969,12.756
13.472,12.199
12.975,11.642
12.642,11.269
11.806,10.325
11.494,9.9769
11.249,9.7076
11.004,9.45
10.623,9.45
10.238,9.45
9.7145,9.45
8.973,9.45
8.233,9.45
7.661,9.45
7.156,9.45
6.6573,9.45
6.1537,9.45
5.6443,9.45
5.1403,9.45
4.4345,9.45
3.654,9.45
2.906,9.45
2.152,9.45
1.4085,9.45
0.761,9.45
0.255,9.45
-0.089625,9.45
-0.27537,9.45
-0.4705,9.45
-0.64737,9.45
-0.82775,9.45
-1.0455,9.45
-1.4165,9.45
-1.8027,9.45
-2.2513,9.45
-2.757,9.45
-3.4035,9.45
-4.144,9.45
-4.903,9.45
-5.651,9.45
-6.263,9.45
-6.7823,9.45
-8.0765,9.45
-8.4585,9.45
-8.8418,9.45
-9.2883,9.45
-9.969,9.45
-10.696,9.45
-11.463,9.45
-12.213,9.45
-12.956,9.45
-13.467,9.45
-13.975,9.45
-14.719,9.45
-15.233,9.45
-15.622,9.45
-15.999,9.45
-16.495,9.45
-16.995,9.45
-17.749,9.45
-19.501,9.45
-20.235,9.45
-20.989,9.45
-23.174,9.45
-24.528,9.45
-25.211,9.45
-25.932,9.45
-26.618,9.45
-26.938,9.45
-26.77,9.45
-26.541,9.45
-26.15,9.45
-25.982,9.45
-25.478,9.45
-24.518,9.45
-23.993,9.45
-23.499,9.45
-23,9.45
-22.621,9.45
-22.23,9.45
-21.857,9.45
-21.477,9.45
-21.099,9.45
-20.466,9.45
-19.806,9.45
-19.309,9.45
-18.709,9.45
-17.963,9.45
-17.207,9.45
-16.624,9.45
-16.122,9.45
-15.615,9.45
-15.123,9.45
-14.629,9.45
-14.128,9.45
-13.438,9.45
-12.681,9.45
-11.915,9.45
-11.153,9.45
-10.402,9.45
-9.758,9.45
-9.253,9.45
-8.6375,9.45
-7.8795,9.45
-7.121,9.45
-6.607,9.45
-6.1327,9.45
-5.441,9.45
-4.6845,9.45
-3.947,9.45
-3.2065,9.45
-2.4435,9.45
-1.7125,9.45
-0.25175,9.45
0.013878,9.4163
0.010167,9.305
0.0063675,9.191
0.0025475,9.0764
0,8.762
0,7.999
0,7.254
0,6.4755
0,5.7095
0,4.974
0,3.6915
0,2.9415
0,2.206
0,1.467
0,0.855
0,0.483
0,0.0975
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
